USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23240 14312 ?        Ss   18:10   0:04 /sbin/init splash
bob         3939  0.0  0.0 54540784 3300 ?       Sl   18:12   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/bob/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=150.0.7871.46 --initial-client-fd=4 --shared-client-connection
bob         3945  0.0  0.0 54957768 63992 ?      S    18:12   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --change-stack-guard-on-fork=enable
bob         3946  0.0  0.0 54957752 64828 ?      S    18:12   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --change-stack-guard-on-fork=enable
bob         3948  0.0  0.0 54957776 18920 ?      S    18:12   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --change-stack-guard-on-fork=enable
bob         3975  4.4  0.3 55536652 234456 ?     Sl   18:12   6:00 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=x11 --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAQAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=4,i,9107307371912098644,15961946722262403855,262144 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190708988185955192
bob         3978  0.6  0.2 55016892 143832 ?     Sl   18:12   0:52 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10429793380167626580,845628924552485261,524288 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190708989122997041
bob         3993  0.0  0.0 55041552 59244 ?      Sl   18:12   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9694111575845806418,9484045832426574276,524288 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190708990060038890
bob         4072  0.3  0.1 1520533984 129088 ?   Sl   18:12   0:30 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=111428619 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7342605722187224094,12612683186825752334,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190708992871164437
bob         4081  0.1  0.2 1520531288 153516 ?   Sl   18:12   0:10 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=111444522 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17980855153184708971,4766125387603277304,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190708993808206286
bob         4170  0.0  0.0 140400 16100 ?        Sl   18:12   0:06 /opt/freedownloadmanager/wenativehost chrome-extension://ahmpjcflkgiildlgicmcieglgoilbfdp/
bob         4246  0.0  0.2 1518558708 131700 ?   Sl   18:12   0:00 /opt/google/chrome/chrome --type=renderer --top-chrome-webui --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=114054411 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1086204032988548392,1268669997714630729,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190709003178624776
bob         4332  0.7  0.3 1520582308 248488 ?   Sl   18:12   1:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=124685136 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3929362546582821070,713197841785676741,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190709007863834021
bob         4378  0.0  0.0 489372 26584 ?        Sl   18:12   0:00 /usr/bin/update-notifier
bob         4602  0.0  0.2 1644300 136960 ?      Sl   18:15   0:01 /usr/bin/gnome-calendar --gapplication-service
bob         4731  1.6  0.6 4525380 416072 ?      Sl   18:15   2:11 /opt/teamviewer/tv_bin/TeamViewer
root        5050  0.0  0.0      0     0 ?        I    18:20   0:01 [kworker/10:0-events]
bob         5214  0.0  0.0   8552  6344 ?        S    18:29   0:00 /usr/bin/ssh-agent -D -a /run/user/1000/keyring/.ssh
bob         5255  0.0  0.0  37728 21372 ?        S    18:29   0:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
bob         5258  0.0  0.0 382868 28936 ?        Sl   18:29   0:00 /usr/bin/gnome-terminal.real --wait
bob         5262  0.0  0.0 843576 55156 ?        Ssl  18:29   0:03 /usr/libexec/gnome-terminal-server
bob         5276  0.0  0.0  15100  9448 pts/3    Ss   18:29   0:00 bash
bob         5825  0.7  0.3 1461496884 209712 ?   SLsl 18:30   0:56 /usr/share/code/code .
bob         5847  0.0  0.0 33805904 48388 ?      S    18:30   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
bob         5849  0.0  0.0 50583108 48704 ?      S    18:30   0:00 /usr/share/code/code --type=zygote
bob         5881  0.0  0.0 50583132 12944 ?      S    18:30   0:00 /usr/share/code/code --type=zygote
bob         5896  0.0  0.0 50353372 3660 ?       Sl   18:30   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/bob/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=ef76be5d-10aa-4df2-a14b-a42dc4eabae2&iid=ef76be5d-10aa-4df2-a14b-a42dc4eabae2&sid=ef76be5d-10aa-4df2-a14b-a42dc4eabae2 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.109.5 --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.3.0 --initial-client-fd=48 --shared-client-connection
bob         5908  1.5  0.2 34343212 181136 ?     Sl   18:30   1:48 /usr/share/code/code --type=zygote --no-zygote-sandbox
bob         5918  0.0  0.1 33913580 78992 ?      Sl   18:30   0:04 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=5896 --enable-crash-reporter=11925c12-a3ca-4a6a-bd25-8b22a6bbacfa,no_channel --user-data-dir=/home/bob/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8258710445100555364,7572663171804573587,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
bob         5962  5.5  0.8 1479894388 554836 ?   Sl   18:30   6:34 /usr/share/code/code --type=zygote
bob         5980  0.5  0.2 1461332916 154332 ?   Sl   18:30   0:35 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=5896 --enable-crash-reporter=11925c12-a3ca-4a6a-bd25-8b22a6bbacfa,no_channel --user-data-dir=/home/bob/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8258710445100555364,7572663171804573587,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
bob         5981  0.1  0.1 1461349876 117024 ?   Sl   18:30   0:08 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=5896 --enable-crash-reporter=11925c12-a3ca-4a6a-bd25-8b22a6bbacfa,no_channel --user-data-dir=/home/bob/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8258710445100555364,7572663171804573587,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
bob         6012  2.9  1.3 1463264720 890144 ?   Sl   18:30   3:29 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5896 --enable-crash-reporter=11925c12-a3ca-4a6a-bd25-8b22a6bbacfa,no_channel --user-data-dir=/home/bob/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8258710445100555364,7572663171804573587,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
bob         6087  0.0  0.1 1459513376 96820 ?    Sl   18:30   0:00 /usr/share/code/code /home/bob/.vscode/extensions/mongodb.mongodb-vscode-1.16.0/dist/languageServer.js --node-ipc --clientProcessId=6012
bob         6175  0.0  0.1 1459513268 86416 ?    Sl   18:30   0:00 /usr/share/code/code /home/bob/.vscode/extensions/dbaeumer.vscode-eslint-3.0.24/server/out/eslintServer.js --node-ipc --clientProcessId=6012
bob         6184  0.0  0.1 1459513268 90844 ?    Sl   18:30   0:02 /usr/share/code/code /home/bob/.vscode/extensions/kisstkondoros.vscode-gutter-preview-0.32.2/dist/server.js --node-ipc --clientProcessId=6012
bob         6208  0.0  0.1 1459513268 83140 ?    Sl   18:30   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=6012
bob         6425  0.0  0.0  31848  5580 ?        Sl   18:31   0:00 /home/bob/.vscode/extensions/ms-python.python-2026.4.0-linux-x64/python-env-tools/bin/pet server
bob         6488  0.0  0.0  31172  5044 ?        Sl   18:31   0:01 /home/bob/.vscode/extensions/ms-python.vscode-python-envs-1.20.1-linux-x64/python-env-tools/bin/pet server
bob         6578  0.4  0.1 1461374652 120968 ?   Sl   18:31   0:34 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=5896 --enable-crash-reporter=11925c12-a3ca-4a6a-bd25-8b22a6bbacfa,no_channel --user-data-dir=/home/bob/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8258710445100555364,7572663171804573587,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
bob         6765  0.0  0.0 282068 48484 ?        Sl   18:31   0:00 /usr/bin/python3 /home/bob/.vscode/extensions/ms-python.isort-2026.6.0/bundled/tool/lsp_server.py
bob         6766  0.0  0.0  15088  9496 pts/4    Ss+  18:31   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
bob         6916  0.4  0.8 1483123456 534792 ?   Sl   18:31   0:34 /usr/share/code/code /home/bob/.vscode/extensions/ms-python.vscode-pylance-2026.2.1/dist/server.bundle.js --cancellationReceive=file:fcd066f902bbe0f4e5af28097b13b0567774116fdc --node-ipc --clientProcessId=6012
bob         7228  0.0  0.0  15092  9496 pts/5    Ss   18:31   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
bob         8715  0.0  0.1 1476290484 93680 ?    Sl   18:33   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=6012
bob         9337  0.3  0.2 1459808816 172240 pts/5 Sl+ 18:34   0:21 antigravity .
bob         9340  0.0  0.0 50608068 53708 pts/5  S+   18:34   0:00 /opt/Antigravity-x64/antigravity --type=zygote --no-zygote-sandbox
bob         9341  0.0  0.0 50608060 53404 pts/5  S+   18:34   0:00 /opt/Antigravity-x64/antigravity --type=zygote
bob         9343  0.0  0.0 50608084 13812 pts/5  S+   18:34   0:00 /opt/Antigravity-x64/antigravity --type=zygote
bob         9390  2.5  0.2 51117820 183212 pts/5 Sl+  18:34   2:53 /opt/Antigravity-x64/antigravity --type=zygote --no-zygote-sandbox
bob         9398  0.0  0.1 50690504 81812 pts/5  Sl+  18:34   0:05 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=39825916-49a5-49fe-8384-bba02386db39,no_channel --user-data-dir=/home/bob/.config/Antigravity --standard-schemes=plugin --secure-schemes=plugin --cors-schemes=plugin --fetch-schemes=plugin --service-worker-schemes=plugin --code-cache-schemes=plugin --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7704171447090785434,6560634963008413888,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,10181996712967896029,6991189990115392136,4 --trace-process-track-uuid=3190708989122997041
bob         9712  2.0  0.3 4882200 213128 pts/5  Sl+  18:34   2:22 /opt/Antigravity-x64/resources/bin/language_server --standalone --override_ide_name antigravity --subclient_type hub --override_ide_version 2.1.4 --override_user_agent_name antigravity --https_server_port 0 --csrf_token 4daff036-3efe-4d71-8b21-7d498c606b60 --app_data_dir antigravity --api_server_url https://generativelanguage.googleapis.com --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --enable_sidecars
bob         9892  0.0  0.1 50735384 66844 pts/5  Sl+  18:34   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --enable-crash-reporter=39825916-49a5-49fe-8384-bba02386db39,no_channel --user-data-dir=/home/bob/.config/Antigravity --standard-schemes=plugin --secure-schemes=plugin --cors-schemes=plugin --fetch-schemes=plugin --service-worker-schemes=plugin --code-cache-schemes=plugin --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,7704171447090785434,6560634963008413888,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,10181996712967896029,6991189990115392136,4 --trace-process-track-uuid=3190708991934122588
bob        10081  0.0  0.0 462280  9028 ?        Sl   18:35   0:00 /usr/libexec/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/3
bob        10090  0.0  0.0 390556  9188 ?        Sl   18:35   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/4
bob        10563 45.9  0.9 1518619764 611892 ?   Sl   18:36  51:39 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=57 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=1539015421 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14570009230279596455,14260409335699405387,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190709039723256887
bob        10586  0.0  0.2 1518561696 145084 ?   Sl   18:36   0:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=59 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=1540112108 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1738856435002605375,4515608263174980849,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190709041597340585
bob        10641  0.0  0.1 55028568 86940 ?      Sl   18:36   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3036374966634543331,8439150829591675450,524288 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190709043471424283
bob        11525  0.0  0.0  15092  9484 pts/6    Ss+  18:38   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       13583  0.0  0.0 404516 48504 ?        Ssl  18:43   0:02 /usr/libexec/fwupd/fwupd
root       13837  0.0  0.0      0     0 ?        I    18:44   0:01 [kworker/u48:1-events_unbound]
bob        14100  0.0  0.0      0     0 pts/5    Z+   18:44   0:00 [xdg-open] <defunct>
bob        14109  0.0  0.0 320068  9808 ?        Sl   18:44   0:00 /usr/libexec/gvfsd-http --spawner :1.22 /org/gtk/gvfs/exec_spaw/7
root       16598  0.0  0.0      0     0 ?        I    18:49   0:00 [kworker/11:2-cgroup_free]
root       16606  0.0  0.0      0     0 ?        I    18:49   0:00 [kworker/4:2-cgroup_free]
root       16607  0.0  0.0      0     0 ?        I    18:49   0:00 [kworker/6:0-cgroup_free]
root       21495  0.2  0.0      0     0 ?        I    18:51   0:17 [kworker/5:2-events]
root       22109  0.0  0.0      0     0 ?        I    18:52   0:00 [kworker/8:0-events]
root       22380  0.0  0.0      0     0 ?        I    18:53   0:00 [kworker/7:2-cgroup_free]
root       27401  0.0  0.0      0     0 ?        I    18:59   0:00 [kworker/2:0-events]
bob        27767  0.0  0.1 1476290484 81956 ?    Sl   18:59   0:00 /usr/share/code/code /home/bob/.vscode/extensions/ms-azuretools.vscode-containers-2.4.5/dist/dockerfile-language-server-nodejs/lib/server.js --node-ipc --node-ipc --clientProcessId=6012
bob        27768  0.0  0.1 1459513268 82296 ?    Sl   18:59   0:00 /usr/share/code/code /home/bob/.vscode/extensions/ms-azuretools.vscode-containers-2.4.5/dist/compose-language-service/lib/server.js --node-ipc --node-ipc --clientProcessId=6012
root       28222  0.0  0.0      0     0 ?        I    19:00   0:00 [kworker/9:2-mld]
bob        28954  0.0  0.2 1518560560 171316 ?   Sl   19:01   0:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=100 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=3029445569 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12806869495812836640,527093292941189343,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190709080016056394
bob        29001  0.0  0.2 1520534424 173260 ?   Sl   19:01   0:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3937 --enable-crash-reporter=15b920e0-6e83-4706-8b1d-872d83b22b4a, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=101 --time-ticks-at-unix-epoch=-1783354237361476 --launch-time-ticks=3035035732 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4590015479155206336,12057221875811535795,2097152 --field-trial-handle=3,i,17043616660224427919,6097041151588214424,262144 --variations-seed-version=20260630-171645.651000-production --pseudonymization-salt-handle=7,i,10232908110369555831,7305920896433240993,4 --trace-process-track-uuid=3190709080953098243
root       33180  0.0  0.0      0     0 ?        I    19:10   0:00 [kworker/4:0-events]
bob        36907  0.1  0.2 1459513268 147808 ?   Sl   19:19   0:05 /usr/share/code/code --max-old-space-size=3072 /home/bob/.vscode/extensions/vue.volar-3.3.6/dist/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /tmp/vscode-typescript1000/1da42e164e6faa962963/tscancellation-d5f16655a567bab038a0.tmp* --globalPlugins @vscode/copilot-typescript-server-plugin,vue-reactivity-analysis-plugin-pack,vue-typescript-plugin-pack --pluginProbeLocations /home/bob/.vscode/extensions/github.copilot-chat-0.37.9,/home/bob/.vscode/extensions/vue.volar-3.3.6,/home/bob/.vscode/extensions/vue.volar-3.3.6 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
bob        36908  0.2  0.2 1459513332 169188 ?   Sl   19:19   0:10 /usr/share/code/code --max-old-space-size=3072 /home/bob/.vscode/extensions/vue.volar-3.3.6/dist/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /tmp/vscode-typescript1000/1da42e164e6faa962963/tscancellation-ba1dbd9177d6e2f9b8e3.tmp* --globalPlugins @vscode/copilot-typescript-server-plugin,vue-reactivity-analysis-plugin-pack,vue-typescript-plugin-pack --pluginProbeLocations /home/bob/.vscode/extensions/github.copilot-chat-0.37.9,/home/bob/.vscode/extensions/vue.volar-3.3.6,/home/bob/.vscode/extensions/vue.volar-3.3.6 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
